NAME,PRICE,CUISINE_CATEGORY,CITY,REGION,URL,PAGE NO,OUTLET_TYPE,TIMING,REVIEWS,RATING,VOTES
Mama Mia!,600.0,"Chinese,Pizza,Fast Food",Mumbai,Charni Road,https://www.zomato.com/mumbai/mama-mia-charni-road/info,106,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,560.0
Laxman's Om Vada Pav,100.0,Street Food,Mumbai,Ghatkopar,https://www.zomato.com/mumbai/laxmans-om-vada-pav-ghatkopar-east/info,106,Quick Bites,"Closed(Mon),9am to 930pm(Tue-Sun)",Very Good,4.0,342.0
Blue Tokai Coffee Roasters,550.0,Cafe,Mumbai,Bandra,https://www.zomato.com/mumbai/blue-tokai-coffee-roasters-pali-hill-bandra-west/info,106,Café,"8am to 11pm(Mon,Tue,Fri,Sat,Sun),6pm to 11pm...",Very Good,4.1,366.0
Da Capo Cafe & Bistro,850.0,"Continental,Mexican,Cafe,Desserts,Italian,Pizza,Salad,Lebanese",Mumbai,Kharghar,https://www.zomato.com/mumbai/da-capo-cafe-bistro-kharghar-navi-mumbai/info,107,Casual Dining,7am to 11pm(Mon-Sun),Very Good,4.4,2822.0
Gypsy Corner,300.0,"Street Food,Maharashtrian,Fast Food",Mumbai,Dadar,https://www.zomato.com/mumbai/gypsy-corner-dadar-shivaji-park/info,107,Casual Dining,10am to 12midnight(Mon-Sun),Very Good,4.1,679.0
Mao The Family Restaurant,900.0,"Chinese,North Indian",Mumbai,Andheri,https://www.zomato.com/mumbai/mao-the-family-restaurant-azad-nagar/info,107,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.9,484.0
Sizzle House Dine In,1000.0,"North Indian,Italian,Mexican,Continental,Pizza",Mumbai,Dadar,https://www.zomato.com/mumbai/sizzle-house-dine-in-dadar-shivaji-park/info,107,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.9,1521.0
Biryani Guru,750.0,"Biryani,North Indian,Mughlai",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/biryani-guru-cbd-belapur-navi-mumbai/info,107,Casual Dining,10am to 11pm(Mon-Sun),Very Good,4.2,1268.0
The Northern Vibe,300.0,"Momos,Rolls,Fast Food",Mumbai,Powai,https://www.zomato.com/mumbai/the-northern-vibe-powai/info,107,Quick Bites,"12noon to 1130pm(Mon-Thu),12noon to 12midnight...",Excellent,4.8,145.0
Radha Krishna,600.0,"South Indian,North Indian,Chinese,Fast Food",Mumbai,Borivali,https://www.zomato.com/mumbai/radha-krishna-borivali-west/info,107,Casual Dining,"810am to 1140pm(Mon-Tue),8pm to 1140pm...",Good,3.8,575.0
Indiana Water's,1200.0,"Chinese,North Indian,Seafood,Italian,Continental",Mumbai,Thane,https://www.zomato.com/mumbai/indiana-waters-khopat-thane-west/info,107,Casual Dining,11am to 1130pm(Mon-Sun),Very Good,4.3,1674.0
Flax,700.0,"Healthy Food,Beverages",Mumbai,Lower Parel,https://www.zomato.com/mumbai/flax-lower-parel/info,107,Quick Bites,10am to 1130pm(Mon-Sun),Very Good,4.0,404.0
Navya - The Regale by Tunga,850.0,"North Indian,Chinese,Thai,Continental",Mumbai,Andheri,https://www.zomato.com/mumbai/navya-the-regale-by-tunga-mahakali/info,107,Casual Dining,1130am to 1130pm(Mon-Sun),Very Good,4.1,438.0
The Pantry,1400.0,"Cafe,Healthy Food,Salad",Mumbai,Fort,https://www.zomato.com/mumbai/the-pantry-fort/info,107,Café,830am to 1130pm(Mon-Sun),Very Good,4.0,1672.0
Felicita,600.0,"Fast Food,Italian,Bakery,Pizza,Beverages",Mumbai,Borivali,https://www.zomato.com/mumbai/felicita-borivali-west/info,107,Quick Bites,"929am to 12midnight(Mon),930am to 12midnight...",Very Good,4.2,393.0
Vanilla Beans,500.0,"Bakery,Desserts",Mumbai,Bandra,https://www.zomato.com/mumbai/vanilla-beans-bandra-talao-bandra-west/info,107,Bakery,10am to 8pm(Mon-Sun),Very Good,4.3,945.0
Farmhouse Sea N Sand,1100.0,"North Indian,Continental,Seafood,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/farmhouse-sea-n-sand-vasai/info,107,Casual Dining,11am to 1130pm(Mon-Sun),Very Good,4.2,1142.0
Nav Gomantak,800.0,"Seafood,Maharashtrian,Goan,Konkan",Mumbai,Thane,https://www.zomato.com/mumbai/nav-gomantak-panch-pakhadi-thane-west/info,107,Casual Dining,"1130am to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.3,1134.0
Batman Night Kitchen,300.0,"Fast Food,Mughlai,Kebab",Mumbai,Ulhasnagar,https://www.zomato.com/mumbai/batman-night-kitchen-3-ulhasnagar-thane/info,108,Quick Bites,9pm to 5am(Mon-Sun),Average,3.2,14.0
Tosha,300.0,"Biryani,North Indian",Mumbai,Andheri,https://www.zomato.com/mumbai/tosha-4-bungalows/info,108,Quick Bites,"1230pm to 345pm,6pm to 1230AM(Mon-Sun)",Average,2.7,237.0
Pushpa Punjab,650.0,"North Indian,Chinese,Mughlai",Mumbai,Kalyan,https://www.zomato.com/mumbai/pushpa-punjab-vikhroli/info,108,Casual Dining,11am to 1230AM(Mon-Sun),Average,2.8,8.0
Heritage,500.0,"Chinese,North Indian",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/heritage-kopar-khairane-navi-mumbai/info,108,Casual Dining,11am to 1am(Mon-Sun),Average,2.7,20.0
Kebab Junction,400.0,"Mughlai,North Indian,Seafood,Biryani",Mumbai,Goregaon,https://www.zomato.com/mumbai/kebab-junction-goregaon-east/info,108,Quick Bites,530pm to 130am(Mon-Sun),Good,3.5,96.0
New Cafe Gulshan,250.0,"North Indian,Mughlai",Mumbai,Juhu,https://www.zomato.com/mumbai/new-cafe-gulshan-juhu/info,108,Quick Bites,8am to 1230AM(Mon-Sun),Average,3.2,10.0
Yahoo The Chinese Cuisine,400.0,Chinese,Mumbai,Santacruz,https://www.zomato.com/mumbai/yahoo-the-chinese-cuisine-santacruz-east/info,108,Quick Bites,6pm to 1230AM(Mon-Sun),Average,3.2,11.0
The Coastal Family Restaurant And Bar,1000.0,"North Indian,South Indian,Chinese,Malwani,Mangalorean,Chettinad",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/the-coastal-family-restaurant-and-bar-cbd-belapur-navi-mumbai/info,108,Casual Dining,1130am to 1230AM(Mon-Sun),Good,3.7,23.0
Midnight Express,450.0,"Burger,Fast Food,Italian,Chinese,Salad,Asian,Thai",Mumbai,Andheri,https://www.zomato.com/mumbai/midnight-express-mahakali/info,108,Quick Bites,11am to 330am(Mon-Sun),Very Good,4.0,401.0
Hotel Sneha,500.0,"Mughlai,North Indian,Seafood,Chinese",Mumbai,Mulund,https://www.zomato.com/mumbai/hotel-sneha-mulund-west/info,108,Casual Dining,11am to 1am(Mon-Sun),Average,3.4,53.0
Hotel Shashikant,800.0,"Chinese,North Indian,Mughlai,Seafood",Mumbai,Andheri,https://www.zomato.com/mumbai/hotel-shashikant-mahakali/info,108,Casual Dining,11am to 1am(Mon-Sun),Good,3.6,106.0
Golden Plate,500.0,"North Indian,Chinese",Mumbai,Dahisar,https://www.zomato.com/mumbai/golden-plate-dahisar-east/info,108,Casual Dining,10am to 130am(Mon-Sun),Good,3.5,30.0
Lata Restaurant,600.0,"North Indian,Chinese,Fast Food",Mumbai,Kandivali,https://www.zomato.com/mumbai/lata-restaurant-kandivali-west/info,108,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.8,208.0
Royal Garden,700.0,"North Indian,Chinese,Seafood",Mumbai,Thane,https://www.zomato.com/mumbai/royal-garden-owale-thane-west/info,109,Casual Dining,11am to 1230AM(Mon-Sun),Average,3.4,16.0
Hungry Nights,400.0,"Biryani,North Indian,Chinese",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/hungry-nights-nerul-navi-mumbai/info,109,Quick Bites,"8pm to 12midnight(Mon-Tue),12midnight to 4am,8pm...",Good,3.6,238.0
The Kitchen Crew,500.0,"North Indian,Chinese",Mumbai,Malad,https://www.zomato.com/mumbai/the-kitchen-crew-malad-west/info,109,Quick Bites,"12noon to 3pm,7pm to 2am(Mon-Sun)",Good,3.7,402.0
Being Panda,450.0,Chinese,Mumbai,Marol,https://www.zomato.com/mumbai/being-panda-marol/info,109,Quick Bites,1130am to 4am(Mon-Sun),Good,3.7,109.0
Daily Cafe,1500.0,"North Indian,Continental,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/daily-cafe-juhu/info,109,Casual Dining,11am to 2am(Mon-Sun),Average,3.4,40.0
Shree Narayan Fine Dinning,900.0,"North Indian,South Indian,Chinese,Fast Food",Mumbai,Borivali,https://www.zomato.com/mumbai/shree-narayan-fine-dinning-borivali-east/info,109,Casual Dining,11am to 5am(Mon-Sun),Good,3.6,75.0
Kitchen in Kloud,600.0,"North Indian,Chinese,Continental,Healthy Food,Biryani,Italian,Burger,Rolls",Mumbai,Andheri,https://www.zomato.com/mumbai/kitchen-in-kloud-oshiwara/info,109,Quick Bites,12noon to 1am(Mon-Sun),Very Good,4.0,277.0
Kebabwala,550.0,"North Indian,Chinese",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/kebabwala-kopar-khairane-navi-mumbai/info,109,Casual Dining,2pm to 2am(Mon-Sun),Average,3.4,31.0
Mugshot Kitchen & Bar,850.0,"North Indian,Chinese,Seafood",Mumbai,Kandivali,https://www.zomato.com/mumbai/mugshot-kitchen-bar-kandivali-east/info,109,Casual Dining,1130am to 1am(Mon-Sun),Good,3.5,44.0
Bhukha Bhediya,600.0,"Chinese,Continental,North Indian",Mumbai,Goregaon,https://www.zomato.com/mumbai/bhukha-bhediya-goregaon-west/info,109,Quick Bites,1130am to 130am(Mon-Sun),Very Good,4.0,118.0
Dessert Therapy,250.0,Desserts,Mumbai,Kandivali,https://www.zomato.com/mumbai/dessert-therapy-kandivali-west/info,109,Dessert Parlor,"8am to 1am(Mon,Tue,Wed,Thu,Sun),8am to 3am...",Good,3.7,123.0
Sarovar Restaurant & Bar,1000.0,"North Indian,Continental,Chinese",Mumbai,Mumbai Central,https://www.zomato.com/mumbai/sarovar-restaurant-bar-mumbai-central/info,109,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.8,732.0
Ronak Fine Dine,850.0,"North Indian,Chinese",Mumbai,Mira Road,https://www.zomato.com/mumbai/ronak-fine-dine-mira-road/info,109,Casual Dining,12noon to 1am(Mon-Sun),Good,3.7,292.0
Hotel Tunga,300.0,"North Indian,Chinese",Mumbai,Thane,https://www.zomato.com/mumbai/hotel-tunga-ghodbunder-road-thane/info,109,Casual Dining,"11am to 5pm,7pm to 1230AM(Mon-Sun)",Average,3.4,7.0
Powaikar's Cafe & Restaurant,400.0,"North Indian,Chinese,Malwani,Maharashtrian,Seafood",Mumbai,Powai,https://www.zomato.com/mumbai/powaikars-cafe-restaurant-powai/info,109,Quick Bites,"11am to 4pm,7pm to 1215AM(Mon-Sun)",Average,3.3,8.0
Pot De Fusion,500.0,"North Indian,Chinese,Continental,Indian,Thai,Sandwich,Pizza,Lebanese",Mumbai,Goregaon,https://www.zomato.com/mumbai/pot-de-fusion-goregaon-east/info,11,Casual Dining,11am to 230am(Mon-Sun),Very Good,4.1,2156.0
House of Lloyd,2500.0,"Goan,Seafood,BBQ",Mumbai,Juhu,https://www.zomato.com/mumbai/house-of-lloyd-juhu/info,11,Fine Dining,"7pm to 130am(Mon-Fri),12noon to 4pm,7pm to ...",Very Good,4.2,385.0
The Market Project by PizzaExpress,1200.0,"Italian,Continental",Mumbai,Kurla,https://www.zomato.com/mumbai/the-market-project-by-pizzaexpress-kurla/info,11,Casual Dining,12noon to 1am(Mon-Sun),Very Good,4.3,2530.0
D:OH!,1200.0,"Fast Food,Italian,Beverages",Mumbai,Andheri,https://www.zomato.com/mumbai/d-oh-andheri-lokhandwala/info,11,Casual Dining,11am to 1am(Mon-Sun),Good,3.9,1554.0
Culinary Tales,1200.0,"Chinese,European,Continental,Salad,Italian,Pizza",Mumbai,Andheri,https://www.zomato.com/mumbai/culinary-tales-veera-desai-area/info,11,Casual Dining,8am to 1am(Mon-Sun),Excellent,4.7,595.0
Duma Dum Mast Kalandar,700.0,Sindhi,Mumbai,Chembur,https://www.zomato.com/mumbai/duma-dum-mast-kalandar-chembur/info,11,Casual Dining,"12noon to 330pm,7pm to 1am(Mon-Sun)",Very Good,4.3,782.0
Bachelorr's,750.0,"Beverages,Fast Food,Desserts,Ice Cream,Juices",Mumbai,Chowpatty,https://www.zomato.com/mumbai/bachelorrs-chowpatty/info,11,Beverage Shop,1030am to 2am(Mon-Sun),Good,3.8,2792.0
Malhar Lunch Home,900.0,"North Indian,Seafood,Mughlai",Mumbai,Mira Road,https://www.zomato.com/mumbai/malhar-lunch-home-mira-road/info,11,Casual Dining,"1030am to 4pm,7pm to 1230AM(Mon-Sun)",Very Good,4.4,1457.0
Quench - All Day Pub,1600.0,"Continental,Chinese,Asian,Italian,Pizza",Mumbai,Juhu,https://www.zomato.com/mumbai/quench-all-day-pub-juhu/info,11,Pub,12noon to 1am(Mon-Sun),Very Good,4.0,1500.0
Terttulia,1400.0,"Italian,Continental",Mumbai,Dadar,https://www.zomato.com/mumbai/terttulia-dadar-shivaji-park/info,11,Casual Dining,"11am to 130am(Mon-Fri),9am to 130am(Sat-Sun)",Very Good,4.1,2060.0
Dum & Curry,700.0,"Mughlai,North Indian,Chinese",Mumbai,Powai,https://www.zomato.com/mumbai/dum-curry-powai/info,11,Quick Bites,"1145am to 330pm,645pm to 1am(Mon-Sun)",Excellent,4.7,683.0
Third Eye Cafe,900.0,"Continental,Burger,Chinese,Italian,North Indian",Mumbai,Vashi,https://www.zomato.com/mumbai/third-eye-cafe-vashi-navi-mumbai/info,11,Casual Dining,12noon to 130am(Mon-Sun),Very Good,4.2,1498.0
Mehman Nawazi,1450.0,North Indian,Mumbai,Powai,https://www.zomato.com/mumbai/mehman-nawazi-powai/info,11,Casual Dining,"12noon to 4pm,630pm to 1230AM(Mon-Sun)",Good,3.9,1678.0
Meraki,700.0,"Chinese,Burmese,Thai",Mumbai,Lower Parel,https://www.zomato.com/mumbai/meraki-lower-parel/info,11,Quick Bites,12noon to 1am(Mon-Sun),Good,3.9,459.0
Eat Play Love,600.0,"Italian,Fast Food",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/eat-play-love-ghatkopar-east/info,11,Casual Dining,1130am to 1230AM(Mon-Sun),Very Good,4.3,1522.0
24 Pie,500.0,Bakery,Mumbai,Chembur,https://www.zomato.com/mumbai/24-pie-chembur/info,110,Bakery,11am to 1am(Mon-Sun),Average,3.2,4.0
Hotel Mayur,450.0,"Chinese,North Indian,Seafood",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/hotel-mayur-kopar-khairane-navi-mumbai/info,110,Casual Dining,10am to 130am(Mon-Sun),Average,3.1,27.0
Jalsaa Food Corner,450.0,"Chinese,Fast Food",Mumbai,Dahisar,https://www.zomato.com/mumbai/jalsaa-food-corner-2-dahisar-east/info,110,Quick Bites,"1pm to 3pm,6pm to 1am(Mon-Sun)",Good,3.5,30.0
Sips N Bite,300.0,"American,Desserts,Fast Food",Mumbai,Kurla,https://www.zomato.com/mumbai/sips-n-bite-kurla/info,110,Quick Bites,11am to 2am(Mon-Sun),Good,3.5,15.0
JumboKing,250.0,"Fast Food,Burger",Mumbai,Andheri,https://www.zomato.com/mumbai/jumboking-2-versova/info,110,Quick Bites,10am to 1230AM(Mon-Sun),Good,3.5,34.0
Himalaya Punjab,800.0,"North Indian,Chinese",Mumbai,Panvel,https://www.zomato.com/mumbai/himalaya-punjab-old-panvel-navi-mumbai/info,110,Casual Dining,11am to 1am(Mon-Sun),Good,3.5,90.0
Prabhu Ice Cream,250.0,"Ice Cream,Desserts,Beverages",Mumbai,Mulund,https://www.zomato.com/mumbai/prabhu-ice-cream-mulund-west/info,110,Dessert Parlor,10am to 1230AM(Mon-Sun),Good,3.9,171.0
Rehmani,400.0,"Chinese,Seafood,North Indian,Biryani",Mumbai,Chembur,https://www.zomato.com/mumbai/rehmani-chembur/info,110,Casual Dining,730am to 130am(Mon-Sun),Good,3.7,42.0
Hazara Restaurant & Bar,600.0,"North Indian,Chinese,Mughlai,Seafood",Mumbai,Sion,https://www.zomato.com/mumbai/hazara-restaurant-bar-sion/info,110,Casual Dining,12noon to 1am(Mon-Sun),Good,3.5,85.0
Krème de la Krème - The Gelateria,300.0,"Desserts,Ice Cream,Beverages",Mumbai,Vile Parle,https://www.zomato.com/mumbai/krème-de-la-krème-the-gelateria-vile-parle-east/info,110,Dessert Parlor,1130am to 1am(Mon-Sun),Very Good,4.1,99.0
Aroma Family Restaurant & Bar,700.0,"North Indian,Mughlai,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/aroma-family-restaurant-bar-juhu/info,110,Casual Dining,"1230pm to 430pm,730pm to 1230AM(Mon-Sun)",Good,3.7,148.0
Flip Bar & Kitchen,1400.0,"Chinese,North Indian",Mumbai,Chembur,https://www.zomato.com/mumbai/flip-bar-kitchen-chembur/info,110,Casual Dining,12noon to 1am(Mon-Sun),Good,3.9,431.0
The Tangy Tandoor,700.0,"North Indian,Mughlai,Rolls",Mumbai,Andheri,https://www.zomato.com/mumbai/the-tangy-tandoor-andheri-lokhandwala/info,110,Quick Bites,"7pm to 4am(Mon-Fri),12noon to 4pm,7pm to 4am...",Good,3.9,150.0
Parimal's Kitchen,500.0,"Chinese,North Indian",Mumbai,Dahisar,https://www.zomato.com/mumbai/parimals-kitchen-dahisar-east/info,110,Casual Dining,11am to 1am(Mon-Sun),Average,2.5,18.0
The China Village,650.0,"Chinese,Seafood,Thai",Mumbai,Khar,https://www.zomato.com/mumbai/the-china-village-1-khar/info,111,Quick Bites,12noon to 1230AM(Mon-Sun),Good,3.6,56.0
Tokyo Treat,700.0,"Japanese,Sushi",Mumbai,Tardeo,https://www.zomato.com/tokyotreat/info,111,Casual Dining,1130am to 4am(Mon-Sun),Good,3.6,214.0
WTF!,1500.0,"North Indian,Chinese,Continental",Mumbai,Andheri,https://www.zomato.com/mumbai/wtf-7-bungalows/info,111,Casual Dining,6pm to 1230AM(Mon-Sun),Good,3.7,847.0
Archana Restaurant,800.0,"Chinese,North Indian,South Indian,Fast Food,Beverages",Mumbai,Mulund,https://www.zomato.com/mumbai/archana-restaurant-mulund-west/info,111,Casual Dining,8am to 1030pm(Mon-Sun),Good,3.8,197.0
Satkar Rice Plate House,500.0,"Malwani,Seafood,Biryani,Maharashtrian",Mumbai,Goregaon,https://www.zomato.com/mumbai/satkar-rice-plate-house-goregaon-east/info,111,Casual Dining,"Closed(Mon),11am to 330pm,7pm to 1130pm(Tue-Sun)",Very Good,4.1,1577.0
Hrezzo,1000.0,"North Indian,Chinese,Continental",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/hrezzo-2-ghatkopar-west/info,111,Casual Dining,"1130am to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.1,831.0
Joss,2500.0,"Japanese,Asian",Mumbai,Santacruz,https://www.zomato.com/mumbai/joss-santacruz-west/info,111,Fine Dining,"1230pm to 330pm,730pm to 1130pm(Mon-Sun)",Very Good,4.1,1276.0
Veg Canteen,1100.0,"North Indian,Continental,South Indian,Beverages",Mumbai,Thane,https://www.zomato.com/mumbai/veg-canteen-manpada-thane-west-thane/info,111,Casual Dining,"10am to 2am(Mon),10am to 12midnight(Tue-Sun)",Very Good,4.3,239.0
Gypsy Chinese,1000.0,"Chinese,Thai,Seafood",Mumbai,Dadar,https://www.zomato.com/mumbai/gypsy-chinese-dadar-shivaji-park/info,111,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.9,1107.0
Laxmi Balaji Snacks Corner,250.0,Fast Food,Mumbai,Goregaon,https://www.zomato.com/mumbai/laxmi-balaji-snacks-corner-goregaon-west/info,111,Quick Bites,1130am to 1130pm(Mon-Sun),Very Good,4.3,321.0
Nomada,1300.0,American,Mumbai,Andheri,https://www.zomato.com/mumbai/nomada-versova/info,111,Casual Dining,"Closed(Mon),1pm to 12midnight(Tue-Sat),12noon to ...",Good,3.9,56.0
Zaika Restaurant & Party Hall,1000.0,"North Indian,Chinese,Beverages",Mumbai,Bhayandar,https://www.zomato.com/zaikabhayander/info,111,Casual Dining,11am to 1130pm(Mon-Sun),Excellent,4.5,937.0
Royal China,2500.0,"Asian,Chinese",Mumbai,Fort,https://www.zomato.com/mumbai/royal-china-fort/info,111,Fine Dining,"12noon to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.4,1027.0
India Bistro,1600.0,"North Indian,Mughlai,Biryani",Mumbai,Thane,https://www.zomato.com/mumbai/india-bistro-upvan-thane-west/info,112,Bar,"12noon to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.4,1854.0
Le Café,1200.0,"Cafe,European,Italian,Beverages,Salad",Mumbai,Chembur,https://www.zomato.com/mumbai/le-café-1-chembur/info,112,Café,9am to 12midnight(Mon-Sun),Very Good,4.3,1289.0
Mani's Lunch Home,400.0,South Indian,Mumbai,Chembur,https://www.zomato.com/mumbai/manis-lunch-home-chembur/info,112,Quick Bites,"Closed(Mon),7am to 1030pm(Tue-Sun)",Very Good,4.1,459.0
Sadguru Veg Diet,650.0,"North Indian,Chinese",Mumbai,Chembur,https://www.zomato.com/mumbai/sadguru-veg-diet-chembur/info,112,Casual Dining,9am to 11pm(Mon-Sun),Good,3.8,670.0
Trupti,250.0,"South Indian,Fast Food,Maharashtrian,North Indian",Mumbai,Dadar,https://www.zomato.com/mumbai/trupti-dadar-west/info,112,Casual Dining,"Closed(Mon),10am to 10pm(Tue-Sun)",Very Good,4.0,545.0
Govinda's Restaurant,900.0,"North Indian,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/govindas-restaurant-juhu/info,112,Casual Dining,"730am to 330pm,730pm to 1030pm(Mon-Sun)",Very Good,4.1,891.0
Pride Kitchen Hyderabadi Biryani,500.0,"Biryani,Mughlai",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/pride-kitchen-hyderabadi-biryani-kopar-khairane-navi-mumbai/info,112,Quick Bites,11am to 11pm(Mon-Sun),Good,3.8,360.0
Whacko Taco,400.0,Mexican,Mumbai,Andheri,https://www.zomato.com/mumbai/whacko-taco-versova/info,112,Quick Bites,12noon to 12midnight(Mon-Sun),Very Good,4.1,98.0
Dhaba Cafe,500.0,"Cafe,Italian,Burger,Sandwich,Coffee,Pizza,North Indian,Beverages",Mumbai,Lower Parel,https://www.zomato.com/mumbai/dhaba-cafe-lower-parel/info,112,Café,11am to 11pm(Mon-Sun),Very Good,4.1,123.0
Natural Fresh Ice-Cream,350.0,"Desserts,Ice Cream",Mumbai,Andheri,https://www.zomato.com/mumbai/natural-fresh-ice-cream-near-andheri-west-station/info,112,Dessert Parlor,11am to 12midnight(Mon-Sun),Good,3.7,34.0
The American Joint,1400.0,"Healthy Food,American,Mexican,Salad,Burger",Mumbai,Bandra,https://www.zomato.com/mumbai/the-american-joint-bandra-kurla-complex/info,112,Casual Dining,"1230pm to 4pm,5pm to 11pm(Mon,Tue,Thu)...",Good,3.9,1471.0
The Butter Kitchen,1500.0,"North Indian,Mughlai",Mumbai,Powai,https://www.zomato.com/mumbai/the-butter-kitchen-powai/info,112,Casual Dining,11am to 12midnight(Mon-Sun),Very Good,4.1,173.0
Chulha,900.0,"North Indian,Chinese,Biryani",Mumbai,Vashi,https://www.zomato.com/mumbai/chulha-vashi-navi-mumbai/info,112,Casual Dining,"12noon to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.2,813.0
Mocambo Cafe,1400.0,"Italian,Continental",Mumbai,Fort,https://www.zomato.com/mumbai/mocambo-cafe-fort/info,112,Casual Dining,1130am to 1130pm(Mon-Sun),Very Good,4.0,1207.0
JP's Lunch Home,500.0,"Malwani,South Indian,North Indian",Mumbai,Goregaon,https://www.zomato.com/mumbai/jps-lunch-home-goregaon-east/info,112,Casual Dining,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Very Good,4.0,493.0
Dum Matka,750.0,"North Indian,Biryani",Mumbai,Powai,https://www.zomato.com/mumbai/dum-matka-powai/info,113,Casual Dining,"12noon to 4pm,645pm to 1150pm(Mon-Sun)",Good,3.8,325.0
Kanakia Darbar Restaurant,800.0,"Seafood,Chinese,North Indian",Mumbai,Mira Road,https://www.zomato.com/mumbai/kanakia-darbar-restaurant-mira-road/info,113,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,76.0
Merwans Cake Stop,250.0,"Bakery,Fast Food,Desserts",Mumbai,Borivali,https://www.zomato.com/mumbai/merwans-cake-stop-borivali-west/info,113,Bakery,"10am to 10pm(Mon,Tue,Wed,Fri,Sat,Sun),Closed...",Very Good,4.1,581.0
Al-Falah Shawarma,250.0,Lebanese,Mumbai,Borivali,https://www.zomato.com/mumbai/al-falah-shawarma-borivali-west/info,113,Quick Bites,12noon to 11pm(Mon-Sun),Very Good,4.0,601.0
RK's Meals N More,400.0,"North Indian,South Indian,Healthy Food",Mumbai,Khar,https://www.zomato.com/mumbai/rks-meals-n-more-khar/info,113,Quick Bites,8am to 12midnight(Mon-Sun),Very Good,4.4,157.0
